x_id,x_idregion_y1,proi1_y1,proi2_y1,proi3_y1,proi4_y1,proi5_y1,proi6_y1,proi7_y1,proi8_y1,inf1_y1,inf2_y1,inf3_y1,enrl1_y1,enrl_epi,enrl_epi2,ad_age,ad_gender,ad_field,ad_inst1,ad_need1,ad_need2,ad_inc1,ad_inc2,ad_award1,ad_award2,ad_unmet1,ad_unmet2,ad_inc3,ad_inc4,ad_loan1,ad_grant1,ad_asset1,ad_tuition1,ad_recip1,ad_ncb1,ad_cag1,ad_loan2,ad_bursary1,ad_loan3,ad_award3,enrl1_y2,proi_scale
NFD21-10358,10,5,4,5,4,2,2,2,2,5,2,5,1,52.0201,52,18,0,15,1018,5471,1000,NA,48051,5471,5471,0,0,1704,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,4471,2,34
NFD21-10359,10,4,5,5,4,2,1,4,4,5,5,5,1,15.0303,15,18,1,20,1016,3191,1000,NA,45571,3191,3191,0,0,1505,4141,NA,NA,NA,NA,1,36440,0,1000,0,NA,2191,1,31
NFD21-10360,10,3,5,4,2,3,1,3,4,4,4,3,1,50.0706,50,18,1,15,1006,9517,1500,NA,40684,9474,9974,43,-457,2468,1600,NA,NA,NA,NA,1,36440,0,1000,500,NA,8474,1,27
NFD21-10361,10,4,4,5,5,3,2,3,1,5,3,5,1,55.0101,55,18,0,17,1212,14530,3500,NA,56714,11200,13700,3330,830,0,0,NA,NA,NA,NA,1,36440,0,1000,2500,NA,10200,1,33
NFD21-10363,10,5,5,4,4,1,2,4,4,5,1,5,1,51.1102,51,18,0,32,4712,14218,3500,NA,10927,11900,14400,2318,-182,0,0,NA,NA,NA,NA,1,36440,1,1000,2500,NA,10900,2,31
NFD21-10365,10,5,5,5,5,1,1,2,2,5,5,5,1,52.1905,52,18,1,15,1102,11950,1500,NA,25762,11550,12050,400,-100,2000,0,NA,NA,NA,NA,1,36440,1,1000,500,NA,10550,1,38
NFD21-10366,10,4,4,3,3,1,1,2,2,4,5,4,1,14.0101,14,18,0,35,1010,8181,1000,NA,57879,8181,8181,0,0,6000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7181,2,32
NFD21-10367,10,4,4,4,4,2,2,4,4,5,4,5,1,50.0901,50,18,0,32,1301,13304,3500,NA,42916,10850,13350,2454,-46,2862,0,NA,NA,NA,NA,1,36440,0,1000,2500,NA,9850,2,28
NFD21-10369,10,4,4,2,2,3,2,3,4,5,2,5,1,11.0701,11,18,1,32,1010,6342,1000,NA,10000,6342,6342,0,0,2162,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,5342,1,24
NFD21-10370,10,5,5,5,4,2,2,2,4,5,4,5,1,24.0101,24,18,0,32,1010,8736,1000,NA,54698,8736,8736,0,0,2789,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7736,1,33
NFD21-10371,10,5,5,4,4,2,1,1,2,2,2,5,1,24.0102,24,18,0,32,1010,9760,1000,NA,16200,9760,9760,0,0,2000,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8760,1,36
NFD21-10373,10,5,5,4,5,1,1,1,2,5,5,5,1,52.0801,52,18,0,25,1006,14144,3500,NA,35213,11200,13700,2944,444,0,0,NA,NA,NA,NA,1,36440,1,1000,2500,NA,10200,2,38
NFD21-10374,10,4,5,3,5,1,2,2,2,4,3,5,1,52.0204,52,18,0,15,1018,5908,1000,NA,20996,5908,5908,0,0,1397,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,4908,1,34
NFD21-10375,10,5,5,4,4,1,1,4,4,4,4,4,1,13.0101,13,18,0,32,1010,8711,1000,NA,45222,8711,8711,0,0,3500,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7711,1,32
NFD21-10380,10,5,5,5,4,2,2,2,4,4,5,5,1,30.1801,30,18,0,16,1006,10154,1500,NA,39497,10138,10638,16,-484,1551,0,NA,NA,NA,NA,1,36440,0,1000,500,NA,9138,1,33
NFD21-10386,10,4,5,4,5,4,3,4,4,5,3,2,1,24.0102,24,18,1,32,1010,5977,1000,NA,30759,5977,5977,0,0,2259,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,4977,1,27
NFD21-10389,10,5,5,5,4,1,1,2,3,5,4,5,1,15.0805,15,18,1,20,1020,9060,1000,NA,46702,9060,9060,0,0,2000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8060,1,36
NFD21-10390,10,5,4,5,4,1,1,1,4,5,4,5,1,15,15,18,1,20,1020,8781,1000,NA,39304,8781,8781,0,0,2211,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7781,1,35
NFD21-10391,10,5,4,4,5,4,1,1,5,5,5,5,1,51.0601,51,18,0,19,1002,4521,1000,NA,13720,4521,4521,0,0,3000,850,NA,NA,NA,NA,1,36440,1,1000,0,NA,3521,1,31
NFD21-10392,10,5,5,4,5,1,1,4,4,5,4,5,1,45.0401,45,18,0,18,1006,14612,3500,NA,28080,11200,13700,3412,912,0,0,NA,NA,NA,NA,1,36440,1,1000,2500,NA,10200,1,33
NFD21-10401,10,5,5,3,2,3,3,4,5,5,5,4,1,48.0508,48,18,1,25,1022,6062,1000,NA,43989,6062,6062,0,0,0,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,5062,1,24
NFD21-10406,10,5,4,2,4,1,1,2,5,5,2,5,1,24.0101,24,18,0,32,1010,10036,1000,NA,9304,10036,10036,0,0,1966,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9036,1,30
NFD21-10407,10,1,5,5,5,1,1,3,2,4,3,4,1,14.0101,14,18,1,20,1024,9300,1000,NA,37210,9300,9300,0,0,2000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8300,1,33
NFD21-10410,10,4,5,4,3,2,2,2,3,5,5,4,1,98,98,18,0,32,1011,9091,1000,NA,35605,9091,9091,0,0,2440,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8091,1,31
NFD21-10413,10,5,5,5,5,1,1,1,2,5,5,5,1,24.0102,24,18,0,17,1016,9176,1000,NA,14540,9176,9176,0,0,1720,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8176,1,39
NFD21-10414,10,4,4,5,5,2,3,3,5,5,5,4,1,24.0102,24,18,1,32,1314,14206,3500,NA,26618,11900,14400,2306,-194,1900,0,NA,NA,NA,NA,1,36440,1,1000,2500,NA,10900,1,29
NFD21-10421,10,4,4,3,4,4,1,1,3,4,5,4,1,51.1601,51,18,0,36,1010,10317,1000,NA,44260,10317,10317,0,0,1592,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9317,1,30
NFD21-10422,10,4,4,2,4,4,1,2,2,2,4,4,1,12.0409,12,18,0,25,1004,13256,3500,NA,10244,11200,13700,2056,-444,2000,0,NA,NA,NA,NA,1,36440,1,1000,2500,NA,10200,1,29
NFD21-10424,10,2,5,4,4,2,2,2,5,2,4,3,1,24.0101,24,18,0,32,1010,10090,1000,NA,13130,10090,10090,0,0,2000,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9090,1,28
NFD21-10425,10,4,5,5,5,2,3,3,4,4,3,5,1,24.0101,24,18,1,17,1021,5240,1000,NA,5352,5240,5240,0,0,2430,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,4240,1,31
NFD21-10428,10,4,5,2,3,1,1,2,5,5,5,3,1,42.0101,42,18,0,32,1010,7190,1000,NA,53117,7190,7190,0,0,0,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,6190,1,29
NFD21-10429,10,5,5,3,3,4,1,3,2,4,2,3,1,14.0101,14,18,1,35,1010,10064,1000,NA,52318,10064,10064,0,0,1264,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9064,1,30
NFD21-10430,10,4,5,4,4,1,1,4,4,5,4,4,1,24.0102,24,18,1,32,1010,10226,1000,NA,19018,10226,10226,0,0,877,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9226,1,31
NFD21-10435,10,5,5,3,2,4,2,5,1,5,4,5,1,24.0102,24,18,0,32,1010,4937,1000,NA,17308,4937,4937,0,0,1461,3000,NA,NA,NA,NA,1,36440,1,1000,0,NA,3937,1,27
NFD21-10437,10,4,4,4,3,4,2,2,2,4,4,5,1,52.0204,52,18,0,15,1015,5404,1000,NA,24726,5404,5404,0,0,2000,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,4404,2,29
NFD21-10439,10,4,5,3,4,1,1,3,5,5,4,5,1,52.0204,52,18,0,15,1019,9307,1000,NA,42804,9307,9307,0,0,1500,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8307,1,30
NFD21-10444,10,5,5,4,4,1,2,3,4,4,4,4,1,14.0101,14,18,0,32,1010,3253,1000,NA,48637,3253,3253,0,0,0,880,NA,NA,NA,NA,1,36440,0,1000,0,NA,2253,1,32
NFD21-10445,10,4,5,4,4,2,2,3,4,4,4,4,1,24.0101,24,18,1,32,1010,6012,1000,NA,42474,6012,6012,0,0,968,2772,NA,NA,NA,NA,1,36440,0,1000,0,NA,5012,1,30
NFD21-10446,10,5,5,5,4,4,1,2,4,3,4,5,1,19.0709,19,18,0,18,1013,9391,1000,NA,36658,9391,9391,0,0,1720,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8391,1,32
NFD21-10449,10,4,4,4,4,4,4,5,4,4,1,4,1,24.0102,24,18,0,32,1010,9295,1000,NA,52387,9295,9295,0,0,1874,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8295,1,23
NFD21-10451,10,5,5,4,4,1,1,1,4,5,5,5,1,39.0702,39,18,1,32,4817,12478,3000,NA,56269,10850,12850,1628,-372,3000,0,NA,NA,NA,NA,1,36440,0,1000,2000,NA,9850,1,35
NFD21-10455,10,5,5,5,5,1,2,2,4,5,1,3,1,14.1101,14,18,1,20,1016,6352,1000,NA,38104,6352,6352,0,0,480,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,5352,1,35
NFD21-10456,10,4,5,4,3,2,3,5,4,2,4,5,1,24.0102,24,18,0,32,1010,10696,1000,NA,18719,10696,10696,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9696,1,26
NFD21-10457,10,4,4,5,4,2,1,1,4,3,3,3,1,31.0501,31,19,1,32,1010,9844,1000,NA,49111,9844,9844,0,0,1700,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8844,2,33
NFD21-10463,10,4,5,5,2,1,1,2,1,5,1,5,1,24.0102,24,18,0,32,1010,10165,1000,NA,6888,10165,10165,0,0,1900,1600,NA,NA,NA,NA,1,36440,1,1000,0,NA,9165,1,35
NFD21-10465,10,4,5,5,2,4,1,5,4,4,1,5,1,19.0707,19,18,0,18,1008,10147,1000,NA,28245,10147,10147,0,0,1200,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9147,2,26
NFD21-10468,10,4,4,3,4,5,3,NA,3,4,3,5,1,52.0101,52,18,0,32,1010,9411,1000,NA,46299,9411,9411,0,0,1864,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8411,1,NA
NFD21-10469,10,4,5,3,4,2,2,2,5,3,3,3,1,45.0401,45,18,1,22,1004,14067,3500,NA,35151,11200,13700,2867,367,1200,0,NA,NA,NA,NA,1,36440,1,1000,2500,NA,10200,1,29
NFD21-10471,10,5,5,4,3,1,1,1,4,5,5,2,1,42.0101,42,18,0,32,1010,10598,1000,NA,1,10598,10598,0,0,1312,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9598,1,34
NFD21-10472,10,5,4,5,5,1,1,2,4,5,4,4,1,11.0501,11,18,1,15,1013,9678,1000,NA,21208,9678,9678,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8678,1,35
NFD21-10487,10,5,5,4,4,2,3,2,4,5,5,5,1,52.0101,52,18,0,30,1010,9156,1000,NA,54392,9156,9156,0,0,1974,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8156,1,31
NFD21-10489,10,5,5,3,4,2,1,4,4,4,5,4,1,52.0101,52,18,1,32,1010,9746,1000,NA,50000,9746,9746,0,0,3000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8746,1,30
NFD21-10491,10,4,4,4,2,2,2,4,5,4,4,2,1,52.0101,52,19,1,NA,5942,NA,NA,NA,NA,9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,25
NFD21-10495,10,4,5,4,5,1,1,1,2,5,4,5,1,12.0409,12,18,0,25,1006,10525,1500,NA,36087,10374,10874,151,-349,1417,0,NA,NA,NA,NA,1,36440,1,1000,500,NA,9374,2,37
NFD21-10496,10,4,5,5,4,1,4,4,4,5,4,5,1,42.0101,42,18,0,32,1010,3538,1000,NA,73211,3538,3538,0,0,0,400,NA,NA,NA,NA,1,36440,0,1000,0,NA,2538,1,29
NFD21-10497,10,4,5,5,5,4,4,2,2,5,2,4,1,24.0101,24,18,1,17,1017,6137,1000,NA,35482,6137,6137,0,0,1240,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,5137,1,31
NFD21-10503,10,4,5,5,4,2,1,2,4,2,5,5,1,24.0102,24,18,0,32,1010,10801,1000,NA,11175,10801,10801,0,0,950,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9801,1,33
NFD21-10504,10,5,5,5,5,1,1,1,2,4,5,5,1,51.1103,51,18,0,32,1010,9683,1000,NA,46701,9683,9683,0,0,1462,820,NA,NA,NA,NA,1,36440,0,1000,0,NA,8683,1,39
NFD21-10506,10,4,4,3,3,2,2,3,3,4,3,3,1,51.1601,51,18,0,36,1010,9728,1000,NA,19744,9728,9728,0,0,2535,1600,NA,NA,NA,NA,1,36440,1,1000,0,NA,8728,1,28
NFD21-10509,10,5,5,4,4,1,1,3,4,4,5,5,1,24.0101,24,18,0,32,1010,9529,1000,NA,61910,9529,9529,0,0,1260,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8529,1,33
NFD21-10510,10,5,5,5,5,1,1,1,4,5,5,5,1,52.0201,52,19,1,15,1006,15006,3500,NA,26202,11200,13700,3806,1306,1700,0,NA,NA,NA,NA,1,41336,1,1000,2500,NA,10200,1,37
NFD21-10513,10,4,5,5,4,2,1,2,4,5,4,2,1,14.0101,14,18,0,35,1010,7352,1000,NA,12765,7352,7352,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,6352,2,33
NFD21-10514,10,5,5,1,2,1,1,3,3,5,2,5,1,24.0102,24,18,1,35,1010,10666,1000,NA,51733,10666,10666,0,0,0,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9666,1,29
NFD21-10515,10,4,5,5,5,1,2,2,2,5,4,5,1,51.1105,51,18,0,32,1010,9446,1000,NA,28388,9446,9446,0,0,2326,660,NA,NA,NA,NA,1,36440,1,1000,0,NA,8446,1,36
NFD21-10516,10,5,5,5,2,2,2,2,4,2,1,4,1,24.0101,24,18,0,32,1010,3456,1000,NA,55462,3456,3456,0,0,0,1040,NA,NA,NA,NA,1,41336,0,1000,0,NA,2456,1,31
NFD21-10520,10,5,4,5,5,4,1,1,1,1,1,5,1,26.0101,26,18,0,32,1010,11108,1000,NA,7872,11108,11108,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,10108,1,36
NFD21-10521,10,4,4,3,2,5,3,2,4,2,5,5,1,22,22,19,0,15,1006,12789,3000,NA,49275,11200,13200,1589,-411,2811,0,NA,NA,NA,NA,1,36440,0,1000,2000,NA,10200,1,23
NFD21-10525,10,5,5,4,5,2,1,2,3,5,5,3,1,51.1102,51,18,0,32,4831,5613,1000,NA,41052,5613,5613,0,0,3375,2000,NA,NA,NA,NA,1,36440,0,1000,0,NA,4613,1,35
NFD21-10527,10,5,4,4,3,2,3,2,4,4,4,4,1,31.0501,31,18,0,33,1010,8543,1000,NA,37147,8543,8543,0,0,3600,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7543,1,29
NFD21-10528,10,5,5,4,5,1,1,4,4,4,5,4,1,24.0102,24,18,0,17,1016,5821,1000,NA,49436,5821,5821,0,0,620,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,4821,1,33
NFD21-10529,10,5,5,4,5,1,1,1,3,4,4,5,1,24.0101,24,18,0,17,1021,8982,1000,NA,41737,8982,8982,0,0,2050,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7982,1,37
NFD21-10530,10,5,5,5,5,1,1,1,2,5,1,5,1,52.0204,52,18,0,15,1013,8789,1000,NA,48764,8789,8789,0,0,2160,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7789,2,39
NFD21-10531,10,5,5,3,4,1,1,2,4,5,1,4,1,24.0101,24,18,0,17,1021,5048,1000,NA,47549,5048,5048,0,0,2246,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,4048,1,33
NFD21-10537,10,5,5,5,4,3,3,2,4,5,4,5,1,24.0102,24,18,0,17,1016,9306,1000,NA,28598,9306,9306,0,0,1428,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8306,1,31
NFD21-10538,10,3,4,3,4,2,2,3,5,3,4,4,1,24.0102,24,18,0,32,1011,9952,1000,NA,48106,9952,9952,0,0,2000,600,NA,NA,NA,NA,1,36440,0,1000,0,NA,8952,2,26
NFD21-10545,10,4,5,4,4,4,2,4,4,4,5,4,1,50.0409,50,19,0,17,1013,9838,1000,NA,32757,9838,9838,0,0,796,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8838,1,27
NFD21-10546,10,5,5,4,4,1,1,4,3,3,1,3,1,24.0102,24,18,0,31,1216,14729,3500,NA,55323,10850,13350,3879,1379,1200,0,NA,NA,NA,NA,1,36440,0,1000,2500,NA,9850,1,33
NFD21-10548,10,4,5,4,5,4,1,1,4,5,2,2,1,13.1206,13,19,0,32,1011,10840,1000,NA,12018,10840,10840,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9840,1,32
NFD21-10551,10,3,4,4,5,2,1,5,4,4,2,5,1,44.0701,44,18,1,32,1010,5221,1000,NA,40187,5221,5221,0,0,2542,2376,NA,NA,NA,NA,1,36440,0,1000,0,NA,4221,1,28
NFD21-10554,10,5,5,4,4,1,1,2,4,4,2,5,1,13.0101,13,18,0,32,1011,5237,1000,NA,38668,5237,5237,0,0,1930,2854,NA,NA,NA,NA,1,36440,0,1000,0,NA,4237,1,34
NFD21-10555,10,5,5,4,4,2,1,3,4,5,5,5,1,24.0101,24,18,0,32,1010,9543,1000,NA,35000,9543,9543,0,0,2500,0,NA,NA,NA,NA,1,41336,1,1000,0,NA,8543,1,32
NFD21-10559,10,4,5,4,5,1,1,2,4,4,5,5,1,51.1601,51,18,0,36,1010,10232,1000,NA,54565,10232,10232,0,0,2000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9232,1,34
NFD21-10564,10,4,4,5,5,4,1,4,4,5,4,4,1,52.0204,52,18,0,15,1013,8791,1000,NA,49968,8791,8791,0,0,1600,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,7791,1,29
NFD21-10566,10,5,5,4,2,1,1,3,5,5,5,4,1,13.1206,13,18,0,32,1011,10038,1000,NA,37978,10038,10038,0,0,2000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9038,1,30
NFD21-10567,10,5,5,4,4,4,2,4,5,5,4,4,1,52.0101,52,18,0,32,1010,5661,1000,NA,65848,5661,5661,0,0,1120,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,4661,2,27
NFD21-10572,10,2,4,4,4,4,2,4,4,2,4,5,1,121212,121212,18,1,17,1017,6452,1000,NA,31746,6452,6452,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,5452,1,24
NFD21-10576,10,5,5,5,5,1,1,1,3,3,3,4,1,19.0707,19,19,0,18,1017,9908,1000,NA,19955,9908,9908,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8908,1,38
NFD21-10577,10,4,5,4,4,2,4,1,1,4,4,5,1,24.0101,24,18,0,17,1016,5720,1000,NA,31177,5720,5720,0,0,1720,1600,NA,NA,NA,NA,1,36440,1,1000,0,NA,4720,1,33
NFD21-10578,10,4,4,5,4,1,1,2,2,4,4,4,1,11.0701,11,18,1,32,1010,10719,1000,NA,13385,10719,10719,0,0,1285,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9719,1,35
NFD21-10581,10,5,4,5,5,1,1,2,2,4,4,4,1,31.0101,31,18,0,32,1010,10624,1000,NA,41289,10624,10624,0,0,1186,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9624,1,37
NFD21-10583,10,5,3,3,3,1,1,3,2,4,1,5,1,24.0102,24,18,0,32,1011,5778,1000,NA,42308,5778,5778,0,0,967,3333,NA,NA,NA,NA,1,36440,0,1000,0,NA,4778,1,31
NFD21-10585,10,5,5,5,2,2,4,4,5,5,5,4,1,52.0204,52,18,0,15,1013,6342,1000,NA,12082,6342,6342,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,5342,1,26
NFD21-10586,10,5,5,4,4,1,1,2,4,3,5,5,1,52.1101,52,19,1,30,1010,2686,1000,NA,70066,2686,2686,0,0,0,1792,NA,NA,NA,NA,1,41336,0,1000,0,NA,1686,1,34
NFD21-10589,10,5,5,4,4,2,1,1,4,4,5,5,1,52.0201,52,18,0,15,1022,5454,1000,NA,29057,5454,5454,0,0,2000,0,NA,NA,NA,NA,1,41336,1,1000,0,NA,4454,1,34
NFD21-10592,10,3,5,3,3,4,2,4,5,5,3,2,1,14.0101,14,18,0,35,1010,6752,1000,NA,25462,6752,6752,0,0,11,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,5752,1,23
NFD21-10594,10,5,4,3,4,2,1,2,4,4,5,4,1,24.0102,24,18,0,32,1011,7274,1000,NA,19088,7274,7274,0,0,301,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,6274,1,31
NFD21-10595,10,5,5,4,3,2,2,3,4,5,4,4,1,16.0102,16,18,0,32,1010,9952,1000,NA,46199,9952,9952,0,0,1795,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8952,1,30
NFD21-10596,10,5,4,4,4,5,4,4,4,1,2,4,1,52.0204,52,18,0,15,1004,13792,3500,NA,52190,11200,13700,2592,92,0,0,NA,NA,NA,NA,1,36440,0,1000,2500,NA,10200,1,24
NFD21-10598,10,3,4,3,4,3,2,3,4,3,4,2,1,24.0101,24,18,1,32,1010,9529,1000,NA,61610,9529,9529,0,0,0,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,8529,1,26
NFD21-10600,10,4,4,3,3,2,2,4,4,2,3,4,1,51.2001,51,18,0,32,1010,6614,1000,NA,44959,6614,6614,0,0,1800,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,5614,1,26
NFD21-10604,10,3,3,5,5,3,2,3,3,4,3,4,1,52.0101,52,18,0,32,1010,6841,1000,NA,26843,6841,6841,0,0,1500,0,NA,NA,NA,NA,1,41336,1,1000,0,NA,5841,1,29
NFD21-10605,10,5,5,4,4,2,2,4,4,4,2,4,1,24.0102,24,18,1,32,1010,6997,1000,NA,38043,6997,6997,0,0,0,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,5997,1,30
NFD21-10607,10,5,5,4,4,2,2,2,1,4,1,2,1,52.0101,52,18,0,30,1010,7060,1000,NA,69291,7060,7060,0,0,500,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,6060,2,35
NFD21-10609,10,5,4,3,4,1,1,1,3,2,5,4,1,24.0101,24,18,0,17,1016,4837,1000,NA,57621,4837,4837,0,0,2000,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,3837,1,34
NFD21-10610,10,5,5,5,5,2,1,1,2,2,5,5,1,52.0201,52,18,1,15,1019,9788,1000,NA,18000,9788,9788,0,0,300,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8788,1,38
NFD21-10611,10,4,5,2,5,2,1,4,2,5,5,5,1,52.0201,52,18,0,15,1002,9606,1000,NA,27163,9606,9606,0,0,1510,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,8606,1,31
NFD21-10613,10,5,5,1,2,2,1,4,4,5,5,5,1,24.0102,24,18,0,32,1010,10166,1000,NA,37680,10166,10166,0,0,1138,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,9166,1,26
NFD21-10616,10,5,4,4,4,3,4,3,4,4,1,3,1,24.0102,24,18,0,32,1010,5070,1000,NA,49250,5070,5070,0,0,0,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,4070,1,27
NFD21-10623,10,4,4,3,2,2,2,1,4,2,2,4,1,14.0101,14,18,1,35,1010,10878,1000,NA,25917,10878,10878,0,0,0,0,NA,NA,NA,NA,1,36440,1,1000,0,NA,9878,1,28
NFD21-10624,10,4,4,4,4,1,3,5,4,4,3,3,1,24.0102,24,18,1,25,1022,6262,1000,NA,40761,6262,6262,0,0,700,0,NA,NA,NA,NA,1,36440,0,1000,0,NA,5262,1,27
NSA21-10004,12,5,5,4,5,1,1,2,2,4,4,5,1,45.1001,45,18,1,32,1213,12582,1500,NA,19156,12240,12740,342,-158,0,0,9240,3000,NA,NA,1,36440,1,1000,500,8240,11240,1,37
NSA21-10005,12,3,3,4,5,4,2,1,2,5,5,4,1,24.0101,24,18,0,32,1214,14251,3500,NA,35081,12240,14740,2011,-489,0,0,9240,3000,NA,NA,1,36440,1,1000,2500,8240,11240,2,30
NSA21-10007,12,4,5,4,4,2,1,3,4,3,3,4,1,52.0201,52,18,1,30,1213,14897,3500,NA,31918,12240,14740,2657,157,0,0,9240,3000,NA,NA,1,36440,1,1000,2500,8240,11240,1,31
NSA21-10010,12,3,3,2,2,4,2,2,4,2,5,4,1,24.0101,24,18,0,32,1208,13729,2500,NA,33037,12240,13740,1489,-11,0,0,9240,3000,NA,NA,1,36440,1,1000,1500,8240,11240,1,22
NSA21-10015,12,4,5,4,5,2,2,4,4,4,4,5,1,24.0101,24,18,0,32,1214,13788,3000,NA,18299,12240,14240,1548,-452,0,1000,9240,3000,NA,NA,1,36440,1,1000,2000,8240,11240,1,30
NSA21-10016,12,5,4,4,5,1,1,1,1,4,1,5,1,31.0505,31,18,0,36,1207,16823,3500,NA,44957,12240,14740,4583,2083,0,0,12240,0,NA,NA,1,36440,0,1000,2500,11240,11240,1,38
NSA21-10018,12,5,5,3,4,2,1,2,3,4,2,4,1,24.0101,24,18,0,32,1213,13566,2500,NA,48941,12240,13740,1326,-174,0,100,12240,0,NA,NA,1,36440,0,1000,1500,11240,11240,1,33
NSA21-10033,12,5,5,2,4,1,1,1,3,5,3,2,1,22.0302,22,18,0,22,1203,10820,1500,NA,33914,10800,11300,20,-480,0,0,7800,3000,NA,NA,1,36440,1,1000,500,6800,9800,2,34
NSA21-10035,12,4,3,5,5,3,3,2,4,5,1,5,1,24.0101,24,18,0,32,1213,13611,2500,NA,56707,12240,13740,1371,-129,0,0,12240,0,NA,NA,1,36440,0,1000,1500,11240,11240,1,29
NSA21-10038,12,5,5,5,5,1,2,4,1,5,5,2,1,24.0102,24,18,0,32,1208,13765,3000,NA,12480,12240,14240,1525,-475,0,1000,9240,3000,NA,NA,1,36440,1,1000,2000,8240,11240,2,36
NSA21-10039,12,4,5,4,5,4,2,2,2,5,2,5,1,24.0101,24,18,0,32,1213,14366,3500,NA,18803,12240,14740,2126,-374,0,0,9240,3000,NA,NA,1,36440,1,1000,2500,8240,11240,1,32
NSA21-10040,12,5,5,5,5,1,1,1,2,5,4,1,1,24.0101,24,18,0,32,1214,14251,3500,NA,16895,12240,14740,2011,-489,0,0,9240,3000,NA,NA,1,41336,1,1000,2500,8240,11240,1,39
NSA21-10044,12,5,5,4,5,1,1,1,2,5,5,5,1,24.0102,24,18,0,32,1213,13690,2500,NA,47630,12240,13740,1450,-50,0,0,12240,0,NA,NA,1,36440,0,1000,1500,11240,11240,1,38
