x_id,x_idregion_y1,proi1_y1,proi2_y1,proi3_y1,proi4_y1,proi5_y1,proi6_y1,proi7_y1,proi8_y1,inf1_y1,inf2_y1,inf3_y1,enrl1_y1,enrl_epi,enrl_epi2,ad_age,ad_gender,ad_field,ad_inst1,ad_need1,ad_need2,ad_inc1,ad_inc2,ad_award1,ad_award2,ad_unmet1,ad_unmet2,ad_inc3,ad_inc4,ad_loan1,ad_grant1,ad_asset1,ad_tuition1,ad_recip1,ad_ncb1,ad_cag1,ad_loan2,ad_bursary1,ad_loan3,ad_award3,enrl1_y2,proi_scale
ABA21-12356,48,2,4,5,4,4,1,3,4,2,5,3,1,11.0103,11,21,1,20,4834,6550,1000,NA,40033,7550,8550,0,-1000,396,0,5800,1750,0,3854,1,36440,0,0,1000,5800,7550,1,27
ABA21-12361,48,4,5,4,3,2,2,4,4,4,2,5,1,24.0102,24,18,0,32,4825,3517,1000,NA,96750,4515,5515,2,-998,0,0,3515,1000,0,5041,1,36440,0,0,1000,3515,4515,2,28
ABA21-12362,48,4,5,4,5,2,4,1,2,5,1,1,1,45.0701,45,22,1,NA,5943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,33
ABA21-12381,48,5,5,2,5,2,3,2,4,5,5,5,1,52.0101,52,19,0,30,4827,10320,1000,NA,28800,9820,10820,0,500,9506,0,6570,3250,0,5220,1,36440,1,0,1000,6570,9820,1,30
ABA21-12388,48,4,5,5,5,1,1,2,4,4,5,5,1,3.0103,3,20,1,32,4837,6156,1000,NA,NA,7155,8155,1,-999,22025,0,5405,1750,0,6940,1,NA,NA,0,1000,5405,7155,1,35
ABA21-12401,48,5,5,5,5,1,1,1,1,5,5,4,1,52.0101,52,20,1,15,4805,6753,1000,NA,NA,7750,8750,0,-997,17306,6280,6000,1750,0,4357,1,NA,NA,0,1000,6000,7750,1,40
ABA21-12410,48,5,5,5,4,2,1,2,4,5,2,5,1,13.0101,13,24,0,33,4837,12500,1000,NA,NA,13500,14500,0,-1000,21066,0,7140,6360,0,6576,1,NA,NA,0,1000,7140,13500,1,34
ABA21-12412,48,4,5,5,4,2,2,3,4,3,5,4,1,45.0702,45,18,1,20,4832,9640,1000,NA,0,9140,10140,0,500,0,0,4990,4150,0,3827,1,36440,1,0,1000,4990,9140,1,31
ABA21-12419,48,4,5,3,5,1,3,4,4,2,4,4,1,52.0201,52,19,1,15,4832,10572,1000,NA,30641,11570,12570,0,-998,14017,1480,5490,6080,0,3826,1,36440,1,0,1000,5490,11570,1,29
ABA21-12425,48,4,5,5,5,2,1,2,4,4,2,5,1,47.0607,47,22,1,35,4834,6071,1000,11520,NA,7070,8070,0,-999,23839,0,5320,1750,0,5301,1,NA,NA,0,1000,5320,7070,1,34
ABA21-12446,48,5,5,5,4,1,1,2,3,5,5,5,1,24.0102,24,19,0,17,4804,3038,500,NA,55766,3535,4035,3,-497,10645,0,3035,500,0,1330,1,36440,0,0,500,3035,3535,1,36
ABA21-12457,48,4,4,3,4,2,2,4,5,5,4,3,1,51.0812,51,21,0,21,4803,9916,1000,NA,115718,10915,11915,1,-999,25312,0,7665,3250,0,4970,1,36440,0,0,1000,7665,10915,2,26
ABA21-12468,48,2,3,4,4,2,3,4,5,1,1,5,1,52.0201,52,22,1,15,4804,10030,1000,NA,NA,11030,12030,0,-1000,10504,0,7140,3890,0,3624,1,NA,NA,0,1000,7140,11030,2,23
ABA21-12484,48,4,5,2,2,1,2,4,4,1,2,4,1,27.0101,27,25,1,20,4832,9933,1000,NA,NA,10930,11930,3,-997,21017,0,7140,3790,0,3826,1,NA,NA,0,1000,7140,10930,1,26
ABA21-12487,48,5,5,5,5,2,2,2,4,4,4,4,1,50.0401,50,27,1,32,4807,13469,1000,0,NA,14465,15465,4,-996,16251,0,7140,7325,0,6488,1,NA,NA,0,1000,7140,14465,1,34
ABA21-12494,48,4,4,2,2,2,2,4,4,4,5,5,1,24.0102,24,19,0,32,4827,8254,1000,NA,83915,9250,10250,4,-996,7038,0,7000,2250,0,5170,1,36440,0,0,1000,7000,9250,1,24
ABA21-12501,48,5,5,5,4,1,2,4,3,4,2,3,1,14.0901,14,21,1,15,4832,5615,500,NA,NA,6115,6615,0,-500,25528,0,5115,1000,0,1914,1,NA,NA,0,500,5115,6115,2,33
ABA21-12526,48,3,4,5,5,3,2,5,5,3,2,5,1,13.0101,13,21,0,32,4828,7196,1000,NA,NA,8195,9195,0,-999,18476,5480,6195,2000,0,4200,1,NA,NA,0,1000,6195,8195,1,26
ABA21-12529,48,5,5,5,4,1,1,1,2,4,5,5,1,14.0801,14,23,1,35,4825,10097,1000,NA,NA,11095,12095,2,-998,8217,0,7140,3955,0,5401,1,NA,NA,0,1000,7140,11095,1,38
ABA21-12536,48,5,5,5,4,1,1,2,4,2,3,5,1,24.0101,24,21,0,32,4828,7525,1000,NA,12272,8525,9525,0,-1000,7270,0,6525,2000,0,4829,1,36440,1,0,1000,6525,8525,1,35
ABA21-12538,48,5,5,4,5,3,2,3,4,5,5,5,1,51.3501,51,20,0,25,4804,10981,1000,NA,17276,11980,12980,1,-999,1912,0,4265,7715,0,6460,1,36440,1,0,1000,4265,11980,1,31
ABA21-12545,48,4,5,5,4,2,2,3,3,4,5,5,1,50.0101,50,18,1,17,4806,7000,1000,NA,74640,8000,9000,0,-1000,4284,0,6000,2000,0,4700,1,36440,0,0,1000,6000,8000,1,32
ABA21-12549,48,5,5,5,5,4,1,4,4,5,2,4,1,26.1301,26,27,0,32,4825,7902,1000,NA,NA,8900,9900,0,-998,10829,0,6900,2000,0,5041,1,NA,NA,0,1000,6900,8900,1,31
ABA21-12555,48,2,5,4,4,2,3,4,5,1,5,5,1,24.0101,24,20,1,32,4803,10935,1000,NA,NA,11935,12935,0,-1000,16251,0,7140,4795,0,4539,1,NA,NA,0,1000,7140,11935,1,25
ABA21-12557,48,3,4,3,5,3,4,5,4,3,2,4,1,31.0505,31,18,1,33,4825,10049,1000,NA,77774,11045,12045,4,-996,3412,0,7140,3905,0,5041,1,36440,0,0,1000,7140,11045,1,23
ABA21-12577,48,5,5,4,5,2,2,2,2,4,4,5,1,45.1001,45,20,0,32,4828,6396,1000,NA,58685,7395,8395,0,-999,11086,840,5645,1750,0,4500,1,36440,0,0,1000,5645,7395,1,35
ABA21-12585,48,5,5,5,5,2,1,2,4,4,4,4,1,41.0399,41,21,0,21,4832,10000,1000,NA,56192,11000,12000,0,-1000,18447,0,7750,3250,500,3800,1,36440,0,0,1000,7750,11000,1,35
ABA21-12587,48,5,5,5,5,2,1,4,5,5,2,5,1,13.0101,13,27,0,33,4837,13200,1000,NA,NA,14200,15200,0,-1000,10113,280,10200,4000,0,6954,1,NA,NA,0,1000,10200,14200,1,32
ABA21-12591,48,4,4,5,5,4,2,4,4,1,2,4,1,52.0801,52,19,1,15,4803,5041,1000,NA,90560,6040,7040,0,-999,4990,0,4540,1500,0,4379,1,36440,0,0,1000,4540,6040,2,28
ABA21-12592,48,5,5,3,4,2,1,2,4,2,5,5,1,13.0101,13,18,0,32,4803,6769,1000,NA,76114,7765,8765,0,-996,2601,0,6015,1750,0,4539,1,36440,0,0,1000,6015,7765,1,32
ABA21-12594,48,4,4,2,2,2,1,5,5,4,1,4,1,52.0601,52,18,0,30,4825,10491,1000,NA,55060,11490,12490,0,-999,0,1480,7140,4350,0,5067,1,36440,0,0,1000,7140,11490,2,23
ABA21-12600,48,5,5,5,5,1,1,2,5,5,1,5,1,52.1401,52,19,0,15,4834,6395,500,NA,75417,6895,7395,0,-500,4537,340,5645,1250,0,4473,1,36440,0,0,500,5645,6895,1,35
ABA21-12603,48,4,5,5,5,1,1,3,1,5,3,4,1,51.0812,51,34,0,21,4807,22368,1000,NA,NA,22980,23980,388,-612,3564,0,7140,15840,0,4387,1,NA,NA,0,1000,7140,22980,1,37
ABA21-12606,48,5,5,4,4,1,2,5,5,5,4,5,1,24.0102,24,18,0,39,4704,12496,1000,NA,64245,13440,14440,56,-944,0,0,7140,6300,0,7236,1,36440,0,0,1000,7140,13440,1,29
ABA21-12607,48,4,5,4,5,1,2,4,4,5,1,5,1,51.0812,51,23,0,21,4803,2574,1000,NA,NA,3570,4570,4,-996,19460,0,2570,1000,3938,6191,1,NA,NA,0,1000,2570,3570,1,31
ABA21-12610,48,5,2,2,5,1,1,1,5,5,4,1,1,52.1101,52,20,1,32,5933,5528,1000,NA,30379,6525,7525,3,-997,5198,0,5525,1000,0,4700,1,36440,1,0,1000,5525,6525,1,30
ABA21-12612,48,5,5,4,4,1,1,4,4,5,2,5,1,51.1105,51,18,0,32,4830,2546,1000,NA,108642,3545,4545,1,-999,0,0,2545,1000,0,7920,1,36440,0,0,1000,2545,3545,1,32
ABA21-12635,48,4,5,5,5,2,3,3,4,2,5,3,1,51.0806,51,20,0,21,4803,5507,1000,NA,73267,6505,7505,2,-998,1662,0,5005,1500,0,5889,1,36440,0,0,1000,5005,6505,2,31
ABA21-12644,48,3,3,4,5,2,2,3,4,4,5,4,1,52.0201,52,24,1,15,4834,10291,1000,NA,NA,11290,12290,1,-999,24195,0,8040,3250,0,4145,1,NA,NA,0,1000,8040,11290,1,28
ABA21-12645,48,4,5,4,4,2,1,1,3,4,3,1,1,24.0102,24,26,0,17,4802,12905,1000,NA,NA,12405,13405,0,500,20442,0,7140,5265,0,2605,1,NA,NA,0,1000,7140,12405,1,34
ABA21-12649,48,2,4,5,3,5,2,2,5,1,1,2,1,50.0702,50,18,0,32,4836,8135,1000,NA,0,8135,9135,0,0,0,0,5885,2250,0,4493,1,36440,1,0,1000,5885,8135,1,24
ABA21-12656,48,4,5,4,4,2,2,4,5,4,1,5,1,50.0702,50,19,1,32,4828,8025,1000,NA,20512,9025,10025,0,-1000,6470,1480,6775,2250,0,4829,1,36440,1,0,1000,6775,9025,1,28
ABA21-12657,48,4,5,4,4,1,2,3,4,4,4,5,1,52.0201,52,19,0,30,4828,11856,1000,NA,NA,12855,13855,1,-999,1600,0,8855,4000,0,4584,1,NA,NA,0,1000,8855,12855,1,31
ABA21-12663,48,5,5,5,5,1,1,1,1,5,4,2,1,51.0703,51,36,0,17,4804,4850,500,NA,NA,5350,5850,0,-500,4243,0,3670,1680,0,1330,1,NA,NA,0,500,3670,5350,2,40
ABA21-12673,48,4,4,5,4,4,2,4,4,4,4,4,1,40.0601,40,21,1,32,4827,4366,1000,NA,92780,5365,6365,0,-999,15958,0,3865,1500,500,5170,1,36440,0,0,1000,3865,5365,1,27
ABA21-12686,48,5,5,5,4,1,4,4,4,4,2,4,1,24.0102,24,23,0,17,4803,8555,1000,NA,NA,9555,10555,0,-1000,16739,0,7055,2500,0,3695,1,NA,NA,0,1000,7055,9555,1,30
ABA21-12691,48,5,5,4,4,4,1,3,4,5,3,5,1,13.0101,13,19,0,33,4806,6477,1000,NA,47982,7475,8475,0,-998,9056,1880,4160,3315,0,3591,1,36440,0,0,1000,4160,7475,1,30
ABA21-12693,48,4,4,3,3,2,1,3,2,4,2,3,1,15,15,26,1,20,4834,12034,1000,NA,NA,9945,10945,969,2089,12110,2280,5945,4000,0,5588,1,NA,NA,0,1000,5945,9945,2,30
ABA21-12706,48,5,5,4,4,2,2,4,4,4,2,4,1,31.0101,31,30,1,33,5910,12192,1000,NA,NA,13190,14190,0,-998,9212,680,9190,4000,0,4110,1,NA,NA,0,1000,9190,13190,2,30
ABA21-12713,48,3,5,4,5,3,1,2,4,2,1,1,1,15.1201,15,25,1,15,4804,15288,1000,3174,NA,16285,17285,3,-997,5850,0,10925,5360,0,5756,1,NA,NA,0,1000,10925,16285,2,31
ABA21-12718,48,4,5,4,4,2,2,2,4,4,4,4,1,14.3601,14,22,1,35,4827,10559,1000,0,NA,11555,12555,4,-996,81,0,8305,3250,0,5679,1,NA,NA,0,1000,8305,11555,1,31
ABA21-12729,48,4,5,3,3,1,2,4,4,2,2,3,1,51.0911,51,18,0,21,4832,9995,1000,NA,258547,10995,11995,0,-1000,5482,0,7745,3250,1000,3827,1,36440,0,0,1000,7745,10995,2,28
ABA21-12730,48,5,5,4,4,1,2,3,4,5,5,5,1,50.0501,50,18,0,32,5917,14498,1000,NA,33933,13440,14440,1778,1058,0,280,4140,9300,0,12532,1,36440,1,0,1000,4140,13440,1,32
ABA21-12734,48,3,5,4,4,2,1,3,4,5,5,5,1,51.1613,51,21,0,21,4811,3459,1000,NA,97611,4455,5455,4,-996,6500,0,3455,1000,0,3124,1,36440,0,0,1000,3455,4455,2,30
ABA21-12740,48,4,5,5,4,2,1,3,1,2,4,3,1,31.0505,31,22,1,33,4825,10280,1000,NA,NA,11280,12280,0,-1000,19286,0,8030,3250,0,4134,1,NA,NA,0,1000,8030,11280,1,35
ABA21-12742,48,4,5,NA,4,4,NA,2,5,4,5,1,1,11.0201,11,20,0,25,4803,8663,1000,NA,78055,9660,10660,3,-997,1684,0,8660,1000,0,4007,1,36440,0,0,1000,8660,9660,2,NA
ABA21-12767,48,3,4,4,3,2,3,2,4,4,4,5,1,51.0602,51,19,0,34,4825,9356,1000,NA,147692,10355,11355,0,-999,5100,0,7105,3250,0,9369,1,36440,0,0,1000,7105,10355,1,27
ABA21-12769,48,5,5,3,4,2,2,4,4,5,2,5,1,36.0109,36,28,1,15,4834,10258,1000,NA,NA,11255,12255,0,-997,7740,0,8005,3250,0,4112,1,NA,NA,0,1000,8005,11255,1,29
ABA21-12795,48,4,5,5,5,2,1,2,1,4,2,5,1,23.0101,23,18,0,32,4837,11946,1000,NA,0,12945,13945,1,-999,0,0,4360,8585,0,6940,1,36440,1,0,1000,4360,12945,1,37
ABA21-12799,48,3,5,4,4,2,2,1,4,5,5,1,1,24.0102,24,19,1,32,4825,10003,1000,NA,73801,11000,12000,3,-997,0,0,7140,3860,0,5041,1,36440,0,0,1000,7140,11000,1,31
ABA21-12804,48,2,4,5,5,2,1,1,2,1,1,4,1,13.0101,13,19,0,33,4825,11385,1000,NA,0,10885,11885,0,500,742,0,7635,3250,0,5041,1,36440,1,0,1000,7635,10885,1,34
ABA21-12809,48,5,5,3,3,1,NA,5,5,5,1,5,1,52.0101,52,20,1,15,4832,9423,1000,NA,NA,10420,11420,3,-997,10163,0,7140,3280,0,3827,1,NA,NA,0,1000,7140,10420,1,NA
ABA21-12811,48,3,4,4,4,2,2,3,2,2,1,1,1,42.0101,42,30,0,32,4826,14348,1000,NA,NA,15345,16345,3,-997,22131,0,9440,5905,0,4300,1,NA,NA,0,1000,9440,15345,1,30
ABA21-12817,48,4,4,4,5,2,2,4,4,2,4,2,1,51.2003,51,31,1,36,4825,8013,1000,0,NA,9010,10010,3,-997,12777,0,8010,1000,0,5343,1,NA,NA,0,1000,8010,9010,1,29
ABA21-12820,48,5,5,4,5,1,1,3,4,4,4,5,1,11.0103,11,25,0,16,4832,11271,1000,NA,NA,12270,13270,0,-999,22873,0,9020,3250,0,3827,1,NA,NA,0,1000,9020,12270,2,34
ABA21-12825,48,4,3,5,4,2,2,2,4,5,2,5,1,1.0901,1,19,0,18,4835,7600,1000,NA,30076,8600,9600,0,-1000,1550,0,4700,3900,0,4222,1,36440,1,0,1000,4700,8600,1,30
ABA21-12850,48,5,5,5,5,4,2,4,4,5,5,5,1,50.0702,50,19,0,32,4836,9072,1000,NA,84635,10070,11070,0,-998,6821,584,6820,3250,0,4468,1,36440,0,0,1000,6820,10070,1,30
ABA21-12859,48,2,4,2,5,1,1,2,4,4,5,5,1,3.0104,3,20,1,18,4804,9963,1000,NA,75440,10960,11960,3,-997,6036,0,7710,3250,0,4767,1,36440,0,0,1000,7710,10960,2,29
ABA21-12865,48,1,5,1,5,1,1,5,5,1,1,5,1,45.0702,45,20,1,20,4804,10871,1000,367,NA,11870,12870,1,-999,11892,340,8620,3250,0,5312,1,NA,NA,0,1000,8620,11870,2,24
ABA21-12867,48,4,4,3,4,4,2,4,4,2,3,1,1,10.0202,10,26,0,25,4805,7197,1000,NA,NA,8195,9195,2,-998,40192,0,6195,2000,0,4014,1,NA,NA,0,1000,6195,8195,1,25
ABA21-12874,48,5,5,5,4,2,NA,4,4,4,4,5,1,4.0901,4,21,0,20,4834,7714,1000,NA,NA,8710,9710,0,-996,18899,0,6710,2000,0,4068,1,NA,NA,0,1000,6710,8710,1,NA
ABA21-12877,48,4,5,4,4,1,2,5,5,2,4,5,1,31.0505,31,19,1,32,5905,11422,1000,NA,34511,12420,13420,0,-998,59,0,9170,3250,0,2140,1,36440,1,0,1000,9170,12420,1,28
ABA21-12879,48,4,4,3,4,4,1,4,4,4,4,4,1,13.0101,13,19,1,33,4802,10120,1000,NA,0,9620,10620,0,500,4230,0,6370,3250,0,3474,1,36440,1,0,1000,6370,9620,1,26
ABA21-12890,48,4,4,2,3,2,1,4,5,4,3,4,1,24.0102,24,20,1,32,4825,10563,1000,NA,24770,11560,12560,3,-997,7880,0,8310,3250,0,5067,1,36440,1,0,1000,8310,11560,1,25
ABA21-12892,48,4,4,5,5,2,1,4,5,4,5,4,1,38.0101,38,24,1,NA,5943,NA,NA,NA,NA,13000,13000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,30
ABA21-12899,48,4,4,1,4,1,1,2,5,4,1,5,1,13.0101,13,21,0,33,4825,7848,1000,NA,81312,8845,9845,0,-997,11972,2760,6845,2000,0,5041,1,36440,0,0,1000,6845,8845,1,28
ABA21-12902,48,5,5,5,5,1,1,1,2,3,3,5,1,24.0102,24,18,0,17,4803,7946,1000,NA,81569,8945,9945,1,-999,6421,0,6945,2000,0,4536,1,36440,0,0,1000,6945,8945,1,39
ABA21-12903,48,4,4,2,3,2,1,4,2,3,3,4,1,52.0201,52,19,0,15,4834,10269,1000,NA,50722,11265,12265,4,-996,1812,0,7140,4125,0,4473,1,36440,0,0,1000,7140,11265,1,28
ABA21-12915,48,5,4,2,1,1,3,2,2,5,5,5,1,19.0501,19,20,0,16,4807,4521,1000,NA,52445,5520,6520,1,-999,4370,0,4520,1000,0,3605,1,36440,0,0,1000,4520,5520,1,28
ABA21-12918,48,4,4,4,3,2,2,3,4,2,5,5,1,24.0102,24,18,0,32,4825,8763,1000,NA,92815,9760,10760,3,-997,2338,0,7140,2620,0,4712,1,36440,0,0,1000,7140,9760,1,28
ABA21-12961,48,4,4,4,5,2,3,5,5,4,4,5,1,39.0601,39,22,0,39,4812,9530,1000,NA,NA,10530,11530,0,-1000,2590,0,7280,3250,0,5140,1,NA,NA,0,1000,7280,10530,1,26
ABA21-12985,48,5,4,5,2,2,1,2,4,4,1,5,1,31.0504,31,25,1,32,4825,11657,1000,NA,NA,12655,13655,2,-998,6471,280,8655,4000,0,5041,1,NA,NA,0,1000,8655,12655,1,31
ABA21-12992,48,5,5,5,5,1,1,1,3,5,5,5,1,24.0101,24,19,0,18,4835,6367,1000,NA,78536,7365,8365,0,-998,6396,0,5615,1750,0,3765,1,36440,0,0,1000,5615,7365,1,38
ABA21-12993,48,4,5,5,2,4,2,5,5,3,1,5,1,3.0104,3,26,1,18,4804,10866,1000,NA,NA,11865,12865,1,-999,2210,0,8615,3250,0,4770,1,NA,NA,0,1000,8615,11865,2,24
ABA21-13008,48,3,4,4,2,5,2,5,5,4,2,1,1,50.0502,50,19,0,17,4806,5607,1000,NA,71152,6605,7605,2,-998,2642,0,5105,1500,0,3671,1,36440,0,0,1000,5105,6605,1,20
ABA21-13014,48,5,5,5,5,5,3,3,4,5,1,5,1,10.0304,10,19,1,18,5929,14000,1000,NA,6400,13500,14500,0,500,748,0,10710,2790,0,14000,1,36440,1,0,1000,10710,13500,1,29
ABA21-13032,48,5,5,5,4,2,1,1,4,5,2,5,1,13.0101,13,19,0,33,4807,7243,1000,NA,106767,8240,9240,3,-997,8298,0,6240,2000,0,3232,1,36440,0,0,1000,6240,8240,2,35
ABA21-13036,48,3,4,4,4,2,2,4,3,4,4,4,1,14.0101,14,32,1,20,4804,16153,1000,1598,NA,17150,18150,3,-997,12556,680,11790,5360,0,4115,1,NA,NA,0,1000,11790,17150,1,28
ABA21-13040,48,5,4,4,4,1,1,4,5,4,4,1,1,11.0701,11,18,1,32,4713,7345,1000,NA,7857,8345,9345,0,-1000,0,0,4900,3445,0,4914,1,36440,1,0,1000,4900,8345,1,30
ABA21-13050,48,5,5,5,5,1,1,2,4,4,4,5,1,14.0999,14,22,1,20,4834,11258,1000,6720,NA,12255,13255,0,-997,0,1480,9005,3250,0,5588,1,NA,NA,0,1000,9005,12255,2,36
ABA21-13051,48,4,5,4,4,2,1,3,4,4,4,5,1,26.0202,26,19,1,32,4825,8000,1000,NA,52758,9000,10000,0,-1000,0,280,6750,2250,0,5000,1,36440,0,0,1000,6750,9000,1,31
ABA21-13054,48,4,5,5,4,2,2,2,4,5,2,5,1,24.0102,24,23,0,32,4801,16537,1000,NA,NA,16440,17440,1097,97,6277,0,12440,4000,0,9737,1,NA,NA,0,1000,12440,16440,1,32
ABA21-13057,48,3,4,4,3,5,1,5,5,5,1,4,1,31.0505,31,19,1,33,4827,9885,1000,NA,0,4485,5485,0,5400,0,0,965,3520,0,4000,1,36440,1,0,1000,965,4485,1,22
ABA21-13066,48,4,4,3,4,2,1,2,5,5,5,3,1,36.0118,36,28,0,25,4803,11374,1000,NA,NA,12370,13370,0,-996,14140,1480,9120,3250,0,4431,1,NA,NA,0,1000,9120,12370,1,29
ABA21-13067,48,2,1,2,2,5,3,5,3,5,1,1,1,19.0709,19,31,0,18,4807,21700,1000,NA,NA,22700,23700,0,-1000,11954,0,9440,13260,0,3682,1,NA,NA,0,1000,9440,22700,2,15
ABA21-13098,48,3,5,5,5,3,3,2,3,5,4,5,1,51.1601,51,39,0,21,4803,10988,1000,7808,NA,11985,12985,3,-997,3935,0,7140,4845,0,4490,1,NA,NA,0,1000,7140,11985,2,31
ABA21-13103,48,5,5,5,5,1,4,5,1,5,5,4,1,24.0102,24,21,0,32,4806,6450,1000,NA,6412,7450,8450,0,-1000,814,1320,5700,1750,0,3754,1,36440,1,0,1000,5700,7450,1,33
ABA21-13105,48,5,5,3,5,1,1,1,3,5,3,3,1,24.0102,24,22,0,21,4808,7467,1000,NA,NA,8465,9465,0,-998,10971,6280,7465,1000,0,4371,1,NA,NA,0,1000,7465,8465,2,36
ABA21-13110,48,4,5,3,4,2,1,5,4,4,4,2,1,19.0501,19,20,0,36,4825,9891,1000,NA,92840,10890,11890,1,-999,6016,0,7640,3250,0,5041,1,36440,0,0,1000,7640,10890,1,28
ABA21-13113,48,3,4,5,5,4,2,3,4,5,1,2,1,13.0101,13,19,0,33,4825,1739,1000,NA,176617,2735,3735,4,-996,8420,0,1735,1000,0,4587,1,36440,0,0,1000,1735,2735,1,28
ABA21-13120,48,5,5,5,4,2,1,2,2,2,NA,4,1,14.9999,14,19,1,20,4832,1421,1000,NA,111628,2420,3420,0,-999,11048,0,1420,1000,0,3827,1,36440,0,0,1000,1420,2420,1,36
ABA21-13121,48,5,5,5,5,3,3,3,4,5,2,2,1,13.0101,13,24,0,33,4806,9608,1000,NA,NA,10605,11605,0,-997,7161,0,7355,3250,0,3392,1,NA,NA,0,1000,7355,10605,1,31
ABA21-13125,48,5,5,5,5,4,2,2,4,5,4,4,1,13.0101,13,23,1,32,4825,2233,1000,NA,NA,3230,4230,3,-997,10153,0,2230,1000,0,4537,1,NA,NA,0,1000,2230,3230,1,32
ABA21-13128,48,4,4,3,4,1,2,4,4,3,4,5,1,31.0505,31,20,0,17,4804,4189,1000,NA,86816,5185,6185,0,-996,4026,680,4185,1000,0,2659,1,36440,0,0,1000,4185,5185,1,28
ABA21-13132,48,3,5,4,3,3,2,4,4,3,2,4,1,13.0101,13,18,0,33,4802,4180,1000,NA,86278,5180,6180,0,-1000,1242,0,3680,1500,0,3500,1,36440,0,0,1000,3680,5180,1,26
ABA21-13148,48,5,5,4,3,3,2,2,3,5,5,4,1,31.0101,31,21,0,18,4835,6086,1000,NA,42556,7085,8085,1,-999,18339,80,5335,1750,0,3640,1,36440,0,0,1000,5335,7085,1,31
ABA21-13157,48,4,4,2,4,2,2,4,4,5,4,4,1,51.0805,51,25,1,36,4825,16800,1000,1440,NA,17800,18800,0,-1000,10426,0,12440,5360,0,5343,1,NA,NA,0,1000,12440,17800,1,26
ABA21-13160,48,2,5,1,4,4,2,2,5,5,1,5,1,52.0201,52,18,1,15,4834,8000,500,NA,24743,7970,8470,530,30,8269,0,1650,6320,0,4473,1,36440,1,0,500,1650,7970,2,23
ABA21-13167,48,4,4,3,5,3,1,3,3,4,4,5,1,11.0801,11,26,1,17,4803,13308,1000,0,NA,14305,15305,3,-997,5440,0,8945,5360,0,3794,1,NA,NA,0,1000,8945,14305,2,30
ABA21-13175,48,5,4,4,4,3,1,3,4,4,2,4,1,24.0102,24,19,0,17,4802,2124,1000,NA,75875,3120,4120,4,-996,7803,0,2120,1000,0,3144,1,36440,0,0,1000,2120,3120,2,30
ABA21-13177,48,5,5,5,4,3,2,3,2,4,4,3,1,52.0101,52,19,1,15,4802,9190,1000,NA,0,8690,9690,0,500,4171,0,5440,3250,0,3344,1,36440,1,0,1000,5440,8690,1,33
ABA21-13187,48,5,5,5,5,1,3,3,1,4,3,3,1,52.0101,52,21,0,15,4805,6410,1000,NA,NA,7410,8410,0,-1000,9398,3080,5660,1750,0,3914,1,NA,NA,0,1000,5660,7410,1,36
ABA21-13190,48,5,5,4,4,2,2,3,5,4,2,NA,1,121212,121212,23,1,15,4835,3718,1000,NA,NA,4715,5715,3,-997,30658,0,3715,1000,0,3822,1,NA,NA,0,1000,3715,4715,1,30
ABA21-13192,48,1,4,2,4,1,1,2,4,3,1,5,1,38.0101,38,30,0,39,4816,4250,500,NA,NA,4750,5250,0,-500,0,0,3570,1180,0,2315,1,NA,NA,0,500,3570,4750,1,27
ABA21-13200,48,5,5,4,5,1,1,4,4,5,3,3,1,3.0101,3,18,1,32,4804,4603,1000,NA,56643,5600,6600,0,-997,2593,0,4100,1500,0,4907,1,36440,0,0,1000,4100,5600,1,33
ABA21-13207,48,4,5,5,4,2,2,4,4,2,4,4,1,14.1001,14,21,1,35,4825,8340,1000,NA,NA,9340,10340,0,-1000,27700,280,7090,2250,0,5444,1,NA,NA,0,1000,7090,9340,1,30
ABA21-13228,48,5,5,5,5,NA,2,2,3,2,2,4,1,51.3302,51,42,0,21,4815,16904,1000,10780,NA,17900,18900,4,-996,2048,0,13900,4000,0,8700,1,NA,NA,0,1000,13900,17900,1,NA
ABA21-13236,48,4,5,5,4,4,2,1,4,4,5,5,1,13.0101,13,20,1,33,4806,3000,1000,NA,NA,4000,5000,0,-1000,715,1480,3000,1000,0,1947,1,NA,NA,0,1000,3000,4000,1,31
ABA21-13239,48,5,5,5,5,1,1,1,1,5,5,5,1,24.0102,24,18,0,32,4825,8174,1000,NA,84418,9170,10170,4,-996,5170,0,6920,2250,0,5041,1,36440,0,0,1000,6920,9170,1,40
ABA21-13250,48,5,5,5,5,2,1,2,5,4,5,5,1,14.0101,14,19,1,16,4807,6683,1000,NA,55001,7680,8680,0,-997,0,0,5930,1750,0,4232,1,36440,0,0,1000,5930,7680,1,34
ABA21-13254,48,4,3,1,5,2,2,2,5,2,5,4,1,24.0102,24,24,1,33,4606,12802,1000,NA,NA,13800,14800,2,-998,1800,0,9800,4000,0,4800,1,NA,NA,0,1000,9800,13800,1,26
ABA21-13275,48,5,5,4,5,1,5,2,3,3,4,5,1,51.1601,51,25,0,21,4804,5581,500,NA,NA,6080,6580,0,-499,13197,740,5580,500,0,2258,1,NA,NA,0,500,5580,6080,2,32
